x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000231,0.008065,0.176258,0.0,0.0,0.573195,0.0,0.273913,0.008041,0.0,2.2e-5,0.002318,0.0,0.0,0.0,0.0,0.509577,0.0,0.0,0.150076,0.028029,0.0,2.4e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03768,0.0,0.0,0.0,9.6e-5,0.030009,0.522611,0.0,0.0,0.313689,0.002519,0.0,0.000121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001583,0.0,0.0,0.002694,0.089104,0.0,0.0,0.011545,0.0,0.0,0.0,0.007591,0.0,0.0,0.003275,0.0,0.336557,0.515207,0.386258,0.0,0.018857,0.056451,0.338722,0.262877,0.006842,0.048088,0.309903,0.761408,0.830413,0.0,0.0,0.0,0.055457,0.009161,0.026547,0.007042,0.500958,0.0,0.162201,0.0,0.399398,0.086721,0.0,0.0,0.0,0.0002,0.001431,0.052224,0.0,0.0,0.0,0.369059,0.24127,0.0,0.005985,0.004873,0.0,0.016827,0.498108,0.080358,0.0,0.0,0.749972,0.386423,0.047619,0.256688,0.000967,0.000455,0.763699,0.764005,0.000228,0.022931,0.035148,0.129341,0.31178,0.251153,0.08978,0.182833,0.232665,0.431997,0.001887,0.659716,0.262523,0.569428,0.888613,0.492643,0.694036,0.833688,0.48699,0.399209,0.666367,0.844496,0.587574,0.210922,0.0,0.000593,0.85705,0.857222,0.857687,0.010535,0.0,0.021528,0.360197,0.0,0.249788,0.002762,0.498902,0.831352,0.300507,0.199139,0.73814,0.666753,0.656292,0.923329,0.799265,0.800493,0.875171,0.599782,0.749682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232,0.044018,0.335594,0.0,0.0,0.376427,0.0,0.457266,0.044455,0.0,0.000389,0.01884,0.0,0.0,0.0,0.0,0.360888,0.0,1.5e-5,0.335212,0.133,0.0,0.000418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136313,1.0e-6,0.0,0.0,0.001079,0.13031,0.359094,0.0,0.0,0.381682,0.017007,2.3e-5,0.001151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01189,2.0e-6,0.0,0.018348,0.274303,0.0,0.0,0.064653,0.0,0.0,0.0,0.042167,0.0,0.0,0.021435,0.0,0.396378,0.398097,0.421308,0.0,0.087705,0.181843,0.424599,0.385415,0.040299,0.164958,0.402986,0.217507,0.162047,0.0,0.0,0.058672,0.193902,0.054976,0.11358,0.039589,0.378723,0.0,0.325693,0.0,0.433794,0.257169,0.0,0.0,0.0,0.001941,0.011215,0.201961,0.0,0.0,0.0,0.422344,0.402585,0.10721,0.033362,0.029008,0.002749,0.077603,0.373101,0.251774,0.0,0.0,0.250028,0.417299,0.166611,0.407488,0.007998,0.004346,0.22722,0.226861,0.002483,0.093577,0.128329,0.285871,0.38942,0.365726,0.233934,0.328861,0.358676,0.396877,0.013756,0.296452,0.385456,0.354753,0.111387,0.389537,0.278169,0.166312,0.370527,0.393356,0.333633,0.149066,0.330629,0.372436,0.0,0.005344,0.14295,0.142778,0.142313,0.055445,0.0,0.099204,0.420354,0.009497,0.500019,0.019465,0.501098,0.160812,0.474517,0.340038,0.246411,0.333247,0.287913,0.076671,0.200735,0.199507,0.124829,0.350507,0.250318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009959,0.113347,0.285894,0.0,0.0,0.048678,0.0,0.220762,0.116301,0.0,0.002058,0.072477,0.0,0.0,0.0,0.0,0.109372,0.0,7.0e-5,0.310327,0.264655,0.0,0.002552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232553,2.5e-5,0.0,0.0,0.00516,0.244968,0.101663,0.017143,1.0e-6,0.21244,0.052956,0.000235,0.005671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042255,7.0e-6,0.0,0.058315,0.337212,0.0,0.0,0.159035,0.0,0.0,0.000328,0.108795,0.0,0.0,0.06399,0.0,0.199614,0.080974,0.161741,0.0,0.185505,0.269917,0.193119,0.243525,0.110157,0.260012,0.214705,0.020448,0.00754,0.0,0.0,0.205472,0.29684,0.148286,0.218688,0.103979,0.10667,0.0,0.292177,0.0,0.15038,0.320989,0.0,0.0,0.0,0.009602,0.041846,0.317425,0.000141,0.0,3.0e-6,0.175021,0.260421,0.284482,0.089706,0.08286,0.022592,0.167566,0.110981,0.32217,1.1e-5,0.0,0.0,0.166124,0.264167,0.249884,0.031814,0.01942,0.009081,0.009134,0.012353,0.184222,0.222218,0.291574,0.214588,0.246208,0.284761,0.276448,0.255589,0.143307,0.047079,0.042012,0.24384,0.071391,0.0,0.105939,0.027795,0.0,0.119008,0.164224,0.0,0.006438,0.073303,0.273766,0.0,0.022088,0.0,0.0,0.0,0.138204,0.0,0.208325,0.18205,0.05408,0.250193,0.063318,0.0,0.007836,0.200229,0.270803,0.015449,0.0,0.051006,0.0,0.0,0.0,0.0,0.049711,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028994,0.185762,0.142759,0.0,0.0,0.0017,0.0,0.044243,0.189597,0.0,0.008207,0.161105,0.0,0.0,0.0,0.0,0.018266,0.0,0.000381,0.153434,0.287184,0.0,0.009062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24603,0.000106,0.0,0.0,0.016013,0.26689,0.015295,0.079146,2.0e-6,0.072442,0.108785,0.001534,0.018347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096671,3.1e-5,0.0,0.119532,0.212725,0.0,0.0,0.234804,0.0,0.0,0.003255,0.179738,0.0,0.001672,0.125394,0.0,0.056287,0.005589,0.028253,0.103705,0.241291,0.24451,0.039635,0.086021,0.185174,0.250168,0.061,0.000637,0.0,0.0,0.0,0.306633,0.257723,0.236253,0.253621,0.175312,0.013048,0.0,0.152997,0.0,0.016428,0.219343,0.0,0.0,0.0,0.030334,0.096167,0.263608,0.001504,0.0,9.0e-6,0.031597,0.08243,0.31137,0.156246,0.150489,0.079809,0.228756,0.016423,0.225079,9.3e-5,0.0,0.0,0.028448,0.252409,0.074566,0.078479,0.054404,0.0,0.0,0.037691,0.22992,0.241724,0.182641,0.068449,0.101616,0.21465,0.143601,0.111569,0.025511,0.102206,0.00182,0.086413,0.004428,0.0,0.011463,0.0,0.0,0.021175,0.037391,0.0,0.0,0.008087,0.111125,3.0e-6,0.058156,0.0,0.0,0.0,0.212487,0.0,0.259,0.034918,0.139529,0.0,0.130206,0.0,0.0,0.024747,0.132046,0.0,0.0,0.00459,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244,0.214566,0.047259,0.0,0.0,0.0,0.0,0.003713,0.217315,0.0,0.022705,0.23516,0.0,0.0,0.0,3.0e-6,0.001785,1.0e-6,0.001753,0.043437,0.188339,0.0,0.024389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182771,0.000459,0.0,0.0,0.037685,0.189793,0.001281,0.167584,3.0e-5,0.016633,0.161095,0.006262,0.042081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156438,0.000177,0.0,0.174431,0.072866,0.0,0.0,0.233011,0.0,0.0,0.01351,0.209971,0.0,0.013249,0.176577,0.0,0.009966,0.000133,0.002339,0.292266,0.215514,0.150364,0.003752,0.019155,0.218782,0.163412,0.010327,0.0,0.0,0.0,0.002136,0.2558,0.138093,0.245327,0.200544,0.209579,0.000601,0.0,0.052483,0.0,0.0,0.090224,0.0,0.0,0.0,0.06841,0.157398,0.125389,0.007915,0.0,9.1e-5,0.001979,0.012529,0.193382,0.195157,0.195667,0.168169,0.216807,0.00132,0.092803,0.000506,5.0e-6,0.0,0.001706,0.162909,0.01074,0.137487,0.1082,0.0,0.0,0.083584,0.205766,0.18721,0.078799,0.013764,0.028361,0.114178,0.051372,0.0331,0.002236,0.160019,0.0,0.018978,0.0,0.0,0.000418,0.0,0.0,0.002163,0.005328,0.0,0.0,0.000397,0.02727,2.7e-5,0.11084,0.0,0.0,0.0,0.226756,0.0,0.214636,0.002481,0.219241,0.0,0.188413,0.0,0.0,0.0,0.044406,0.0,0.0,0.000195,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104092,0.187663,0.010412,0.0,0.0,0.0,0.0,0.000103,0.186895,0.0,0.049295,0.236103,0.0,0.0,0.0,1.7e-5,0.000108,0.0,0.005645,0.006923,0.076475,0.0,0.050532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10133,0.001678,0.0,5.0e-6,0.069427,0.093712,5.4e-5,0.223288,0.000159,0.002711,0.183438,0.018434,0.077183,0.0,0.0,0.0,1.0e-6,1.0e-6,0.0,0.0,0.191649,0.000704,0.0,0.194344,0.012786,0.0,0.0,0.164788,0.0,0.0,0.037449,0.187709,0.0,0.046299,0.19118,2.0e-6,0.001118,0.0,9.8e-5,0.328422,0.14122,0.06743,0.000168,0.002719,0.192237,0.076843,0.001008,0.0,0.0,0.0,0.016064,0.127828,0.047008,0.176613,0.11533,0.189792,0.0,0.003099,0.012202,0.0,0.0,0.022152,0.0,0.0,0.0,0.115256,0.194506,0.034208,0.026281,1.0e-6,0.000402,0.0,0.000765,0.077237,0.188795,0.19423,0.234904,0.153608,6.7e-5,0.023932,0.002119,3.8e-5,0.0,0.0,0.074702,0.000634,0.182063,0.16113,0.0,0.0,0.137446,0.139619,0.109354,0.024704,0.001847,0.005978,0.045162,0.013649,0.00713,7.2e-5,0.189728,0.0,0.002583,0.0,0.0,0.0,0.0,0.0,0.000128,0.000472,0.0,0.0,1.0e-5,0.004092,9.6e-5,0.160137,0.0,0.0,0.0,0.177791,0.0,0.124714,0.0,0.232839,0.0,0.20363,0.0,0.0,0.0,0.011089,0.0,0.0,4.0e-6,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0e-6,0.14137,0.128313,0.001648,0.0,0.0,0.0,0.0,0.0,0.125705,0.0,0.086193,0.162963,0.0,0.0,0.0,8.2e-5,4.0e-6,1.1e-5,0.014046,0.000573,0.019175,0.0,0.085368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043493,0.004704,0.0,1.4e-5,0.104778,0.033521,2.0e-6,0.21082,0.000691,0.000369,0.170386,0.041529,0.113782,0.0,0.0,0.0,2.1e-5,1.0e-6,0.0,0.0,0.183718,0.002133,0.0,0.171847,0.001004,0.0,0.0,0.085738,0.0,0.0,0.076227,0.132173,0.0,0.10315,0.165503,1.5e-5,7.8e-5,0.0,3.0e-6,0.194279,0.070697,0.022519,5.0e-6,0.00027,0.130029,0.027183,6.7e-5,0.0,0.0,0.0,0.055334,0.038623,0.009766,0.088593,0.049655,0.136349,0.0,0.023085,0.002003,0.0,0.0,0.003165,0.0,0.0,0.0,0.156114,0.186639,0.004879,0.061686,4.0e-6,0.001572,0.0,0.0,0.021305,0.147495,0.152107,0.227358,0.084425,0.0,0.003555,0.007259,0.000233,0.0,0.0,0.024496,0.0,0.189497,0.187463,0.0,0.0,0.178499,0.07475,0.050182,0.005807,0.000148,0.000855,0.013514,0.002761,0.001108,0.0,0.179765,0.0,0.000197,0.0,0.0,0.0,0.0,0.0,9.0e-6,2.0e-5,0.0,0.0,0.0,0.000367,0.000355,0.183029,0.0,0.0,0.0,0.105796,0.0,0.052475,0.0,0.17939,0.0,0.171508,0.0,0.0,0.0,0.002111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0e-6,0.0,0.0,1.5e-5,0.159659,0.070259,0.000165,0.0,0.0,0.0,0.0,0.0,0.067355,0.0,0.123737,0.078756,0.0,0.0,0.0,0.000358,0.0,3.4e-5,0.030217,1.8e-5,0.002905,0.0,0.11944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014727,0.010742,0.0,6.9e-5,0.133876,0.008819,0.0,0.152171,0.002227,3.2e-5,0.131132,0.075195,0.140929,0.0,0.0,0.0,0.000133,1.6e-5,0.0,0.0,0.143145,0.005465,0.0,0.124193,0.0,0.0,0.0,0.033589,0.0,0.0,0.120001,0.075404,0.0,0.161544,0.118834,0.000129,2.0e-6,0.0,0.0,0.066615,0.027716,0.005657,0.0,1.8e-5,0.070415,0.007459,4.0e-6,0.0,0.0,0.0,0.119493,0.006483,0.001143,0.031688,0.016641,0.07889,0.0,0.082473,0.000224,0.0,0.0,0.000237,0.0,0.0,0.0,0.171762,0.143516,0.000306,0.109383,2.3e-5,0.004693,0.0,0.0,0.004294,0.094644,0.098842,0.155596,0.036802,0.0,0.000317,0.018163,0.001071,0.0,0.0,0.005885,0.0,0.157381,0.174269,0.0,0.0,0.183548,0.032769,0.018429,0.001065,3.0e-6,9.4e-5,0.003271,0.000433,0.000147,0.0,0.13723,0.0,1.0e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-5,0.001288,0.169494,0.0,0.0,0.0,0.049057,0.0,0.015977,0.0,0.102635,0.0,0.115703,0.0,0.0,0.0,0.000327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.1e-5,0.0,0.0,2.7e-5,0.152635,0.031384,1.1e-5,0.0,0.0,0.0,0.0,0.0,0.029413,0.0,0.149307,0.026061,0.0,0.0,0.0,0.001181,0.0,0.000136,0.054021,0.0,0.000231,0.0,0.143382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004008,0.021449,0.0,0.000224,0.145611,0.001712,0.0,0.086876,0.006223,2.0e-6,0.085343,0.111214,0.150208,0.0,0.0,0.0,0.000797,4.9e-5,2.0e-6,0.0,0.091225,0.011767,0.0,0.074357,0.0,0.0,0.0,0.010024,0.0,0.0,0.152925,0.035801,0.0,0.191873,0.071321,0.00054,0.0,0.0,0.0,0.013267,0.008588,0.00109,0.0,0.0,0.030691,0.00162,0.0,0.0,0.0,0.0,0.180855,0.000489,6.8e-5,0.007764,0.004391,0.037564,0.0,0.169922,1.9e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.156738,0.089994,0.0,0.154616,0.000101,0.011556,0.0,0.0,0.000658,0.051014,0.05337,0.075661,0.012905,0.0,1.2e-5,0.038309,0.00336,0.0,0.0,0.001059,0.0,0.107818,0.133209,0.0,0.0,0.153278,0.011863,0.005603,0.000182,0.0,9.0e-6,0.000644,3.7e-5,1.3e-5,0.0,0.087703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003514,0.129935,0.0,0.0,0.0,0.017521,0.0,0.003541,0.0,0.043927,0.0,0.062728,0.0,0.0,0.0,4.1e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.000145,0.0,0.0,0.000146,0.126496,0.011751,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.154592,0.005458,0.0,0.0,0.0,0.003334,0.0,0.000382,0.083555,0.0,7.0e-6,0.0,0.148009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911,0.037264,0.0,0.000677,0.139875,0.000241,0.0,0.04021,0.013949,0.0,0.047993,0.139994,0.139329,0.0,0.0,0.0,0.003043,0.000128,1.1e-5,0.0,0.048594,0.022575,0.0,0.037595,0.0,0.0,0.0,0.002328,0.0,0.0,0.162581,0.01406,0.0,0.179905,0.036846,0.001939,0.0,0.0,0.0,0.001389,0.002297,0.000186,0.0,0.0,0.011084,0.000224,0.0,0.0,0.0,0.0,0.203096,0.0,0.0,0.001218,0.00085,0.015052,0.0,0.232618,1.0e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.121741,0.046628,0.0,0.175992,0.000338,0.024174,0.0,0.0,5.7e-5,0.023649,0.024425,0.025977,0.003682,0.0,0.0,0.068254,0.009091,0.0,0.0,0.000135,0.0,0.061139,0.083736,0.0,0.0,0.105786,0.003425,0.001439,1.6e-5,1.0e-6,0.0,9.6e-5,5.0e-6,3.0e-6,0.0,0.046956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00867,0.083172,0.0,0.0,0.0,0.00506,0.0,0.000534,0.0,0.014497,0.0,0.027951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
