newid,Species,EEZ,timestay (1/30days),timestay^2 (1/30days)
3602,20,247,30.0,900.0
3603,20,247,30.000000000000004,900.0000000000002
3604,20,247,30.0,900.0
3605,20,247,30.0,900.0
3606,20,247,30.0,900.0
3607,20,247,30.0,900.0
3608,20,247,30.0,900.0
3609,20,247,30.0,900.0
3610,20,247,30.0,900.0
3611,20,247,30.000000000000004,900.0000000000002
3612,20,247,30.0,900.0
3613,20,247,30.0,900.0
3614,20,149,30.0,900.0
3615,20,149,29.999999999999996,899.9999999999998
3616,20,149,30.0,900.0
3617,20,149,30.0,900.0
3618,20,149,30.0,900.0
3619,20,149,30.0,900.0
3620,20,247,30.0,900.0
3621,20,247,30.000000000000004,900.0000000000002
3622,20,247,30.0,900.0
3623,20,247,30.0,900.0
3624,20,247,30.0,900.0
3625,20,247,30.0,900.0
3626,20,247,30.0,900.0
3627,20,247,30.0,900.0
3628,20,247,30.0,900.0
3629,20,149,16.66919559763532,277.86208187222473
3629,20,247,13.330804402364683,177.7103460141056
3630,20,149,2.1726697723884723,4.720493939850575
3630,20,247,27.827330227611526,774.3603075965422
3631,20,247,30.0,900.0
3632,20,149,13.560382654421332,183.88397773433093
3632,20,247,16.439617345578668,270.261018469051
3633,20,149,0.08628210251590394,0.007444601214564957
3633,20,247,29.913717897484094,894.8305184502602
3634,20,149,9.206468667398452,84.75906532378943
3634,20,247,20.793531332601546,432.3709452798822
3635,20,149,26.4562382349458,699.9325415442081
3635,20,247,3.5437617650541973,12.55824744746004
3636,20,149,25.43651342381792,647.0162151600692
3636,20,247,4.563486576182083,20.825409730994068
3637,20,149,26.204750027109966,686.6889239833198
3637,20,247,3.795249972890034,14.403922356721804
3638,20,149,26.641596638653798,709.7746714567294
3638,20,247,3.358403361346201,11.278873137501462
3639,20,247,30.0,900.0
3640,20,247,30.0,900.0
3641,20,247,30.0,900.0
3642,20,247,30.0,900.0
3643,20,247,30.000000000000004,900.0000000000002
3644,20,247,30.0,900.0
3645,21,8,30.0,900.0
3646,21,0,0.0,0.0
3646,21,8,30.000000000000004,900.0000000000002
3647,21,8,30.0,900.0
3648,21,8,30.0,900.0
3649,21,8,30.0,900.0
3650,21,8,30.0,900.0
3651,21,8,30.0,900.0
3652,21,8,30.0,900.0
3653,21,8,30.0,900.0
3654,21,8,30.0,900.0
3655,21,8,30.0,900.0
3656,21,8,30.0,900.0
3657,21,8,30.0,900.0
3658,21,8,30.0,900.0
3659,21,8,30.0,900.0
3660,21,8,30.0,900.0
3661,21,8,30.0,900.0
3662,21,8,30.0,900.0
3663,21,8,30.0,900.0
3664,21,8,29.999999999999996,899.9999999999998
3665,21,8,30.0,900.0
3666,21,8,30.0,900.0
3667,21,8,30.0,900.0
3668,21,8,30.0,900.0
3669,21,8,29.999999999999996,899.9999999999998
3670,21,8,30.0,900.0
3671,21,8,30.0,900.0
3672,21,8,30.000000000000004,900.0000000000002
3673,21,8,30.0,900.0
3674,21,8,30.0,900.0
3675,21,8,30.0,900.0
3676,21,8,30.000000000000004,900.0000000000002
3677,21,0,4.3391066544271295,18.827846558493796
3677,21,8,25.66089334557287,658.4814472928659
3677,21,211,0.0,0.0
3678,21,8,30.000000000000004,900.0000000000002
3679,21,8,30.0,900.0
3680,21,8,30.0,900.0
3681,21,8,30.0,900.0
3682,21,8,30.0,900.0
3683,21,8,30.0,900.0
3684,21,8,30.0,900.0
3685,21,8,29.999999999999996,899.9999999999998
3686,21,8,30.000000000000004,900.0000000000002
3687,21,8,29.999999999999996,899.9999999999998
3688,21,8,29.999999999999996,899.9999999999998
3689,21,8,29.999999999999996,899.9999999999998
3690,21,8,30.0,900.0
3691,21,8,30.0,900.0
3692,21,8,29.999999999999996,899.9999999999998
3693,21,8,30.0,900.0
3694,21,8,30.000000000000004,900.0000000000002
3695,21,8,30.0,900.0
3696,21,8,29.999999999999996,899.9999999999998
3697,21,8,29.999999999999996,899.9999999999998
3698,21,8,30.000000000000004,900.0000000000002
3699,21,8,30.0,900.0
3700,21,8,30.0,900.0
3701,21,8,30.0,900.0
3702,21,8,30.0,900.0
3703,21,8,30.000000000000004,900.0000000000002
3704,21,8,30.0,900.0
3705,21,8,29.999999999999996,899.9999999999998
3706,21,8,30.000000000000004,900.0000000000002
3707,21,8,30.0,900.0
3708,21,8,30.0,900.0
3709,21,8,30.0,900.0
3710,21,8,29.999999999999996,899.9999999999998
3711,21,8,30.0,900.0
3712,21,8,30.0,900.0
3713,21,8,30.0,900.0
3714,21,8,29.999999999999996,899.9999999999998
3715,21,8,30.0,900.0
3716,21,8,30.0,900.0
3717,21,8,29.999999999999996,899.9999999999998
3718,21,8,30.0,900.0
3719,21,8,30.000000000000004,900.0000000000002
3720,21,8,29.999999999999996,899.9999999999998
3721,21,8,30.0,900.0
3722,21,8,30.0,900.0
3723,21,8,30.0,900.0
3724,21,8,30.0,900.0
3725,21,8,30.0,900.0
3726,21,8,30.0,900.0
3727,21,8,30.0,900.0
3728,21,8,29.999999999999996,899.9999999999998
3729,21,8,29.999999999999996,899.9999999999998
3730,21,8,30.000000000000004,900.0000000000002
3731,21,8,30.000000000000004,900.0000000000002
3732,21,8,30.000000000000004,900.0000000000002
3733,21,8,30.000000000000004,900.0000000000002
3734,21,8,30.0,900.0
3735,21,8,30.000000000000004,900.0000000000002
3736,21,8,30.0,900.0
3737,21,8,30.0,900.0
3738,21,8,30.0,900.0
3739,21,8,29.999999999999996,899.9999999999998
3740,21,8,30.0,900.0
3741,21,8,30.0,900.0
3742,21,8,30.0,900.0
3743,21,8,30.000000000000004,900.0000000000002
3744,21,8,30.0,900.0
3745,21,8,30.0,900.0
3746,21,8,30.0,900.0
3747,21,8,30.000000000000004,900.0000000000002
3748,21,8,30.0,900.0
3749,21,8,30.0,900.0
3750,21,8,30.0,900.0
3751,21,8,30.0,900.0
3752,21,8,30.0,900.0
3753,21,8,30.0,900.0
3754,21,8,30.0,900.0
3755,21,8,30.0,900.0
3756,21,8,30.0,900.0
3757,21,8,30.0,900.0
3758,21,8,30.0,900.0
3759,21,8,30.0,900.0
3760,21,8,30.0,900.0
3761,21,8,30.0,900.0
3762,21,8,30.000000000000004,900.0000000000002
3763,21,8,30.000000000000004,900.0000000000002
3764,21,8,30.0,900.0
3765,21,8,30.0,900.0
3766,21,8,29.999999999999996,899.9999999999998
3767,21,8,30.0,900.0
3768,21,8,30.000000000000004,900.0000000000002
3769,21,8,30.0,900.0
3770,21,8,30.0,900.0
3771,21,8,30.000000000000004,900.0000000000002
3772,21,8,30.000000000000004,900.0000000000002
3773,21,8,30.0,900.0
3774,21,8,30.0,900.0
3775,21,8,30.0,900.0
3776,21,8,30.0,900.0
3777,21,8,30.0,900.0
3778,21,8,30.0,900.0
3779,21,8,30.0,900.0
3780,21,8,30.000000000000004,900.0000000000002
3781,21,8,30.0,900.0
3782,21,8,30.000000000000004,900.0000000000002
3783,21,8,30.0,900.0
3784,21,8,30.000000000000004,900.0000000000002
3785,21,8,30.0,900.0
3786,21,8,30.0,900.0
3787,21,8,30.0,900.0
3788,21,8,30.0,900.0
3789,21,8,29.999999999999996,899.9999999999998
3790,21,8,30.0,900.0
3791,21,8,29.999999999999996,899.9999999999998
3792,21,8,30.0,900.0
3793,21,8,30.000000000000004,900.0000000000002
3794,21,8,30.0,900.0
3795,21,8,30.0,900.0
3796,21,8,30.0,900.0
3797,21,8,30.0,900.0
3798,21,8,30.0,900.0
3799,21,8,30.0,900.0
3800,21,8,30.000000000000004,900.0000000000002
3801,21,8,30.0,900.0
3802,21,8,30.0,900.0
3803,21,8,30.0,900.0
3804,21,8,30.0,900.0
3805,21,8,30.0,900.0
3806,21,8,30.0,900.0
3807,21,8,30.0,900.0
3808,21,0,5.641671917737937,31.82846202739285
3808,21,8,24.358328082262066,593.3281469631168
3809,21,8,30.0,900.0
3810,21,0,6.910228052821156,47.75125174199647
3810,21,8,23.089771947178846,533.1375685727272
3811,21,8,29.999999999999996,899.9999999999998
3812,21,0,8.703664477844182,75.75377534288664
3812,21,8,21.296335522155818,453.53390667223573
3813,21,8,29.999999999999996,899.9999999999998
3814,21,0,3.5031441535001284,12.272018960202132
3814,21,8,26.496855846499873,702.0833697501945
3815,21,8,29.999999999999996,899.9999999999998
3816,21,8,29.999999999999996,899.9999999999998
3817,21,8,29.999999999999996,899.9999999999998
3818,21,0,1.7405916950442142,3.029659448856891
3818,21,8,13.424578782138946,180.2193154778552
3818,21,211,14.83482952281684,220.07216697103811
3819,21,0,18.790225226775846,353.07256407296336
3819,21,8,11.209774773224154,125.65905046641264
3820,21,8,30.000000000000004,900.0000000000002
3821,21,8,30.0,900.0
3822,21,8,30.0,900.0
3823,21,8,30.0,900.0
3824,21,0,24.477518581235227,599.1489158947157
3824,21,8,5.5224814187647695,30.497801020602143
3825,21,8,30.0,900.0
3826,21,8,30.0,900.0
3827,21,8,30.0,900.0
3828,21,8,29.999999999999996,899.9999999999998
3829,21,0,12.854189855336116,165.23019683702594
3829,21,8,17.14581014466388,293.9788055168588
3830,21,0,14.605714285714184,213.32688979591538
3830,21,8,15.394285714285816,236.98403265306436
3831,21,0,15.382686724760061,236.62705087210944
3831,21,8,14.617313275239939,213.66584738650573
3832,21,0,27.038025350221513,731.0548148392212
3832,21,8,2.961974649778487,8.773293825930391
3833,21,0,12.520364159100414,156.7595186764862
3833,21,8,17.479635840899586,305.5376691304614
3834,21,8,29.999999999999996,899.9999999999998
3835,21,8,30.0,900.0
3836,21,8,30.0,900.0
3837,21,8,30.000000000000004,900.0000000000002
3838,21,8,30.000000000000004,900.0000000000002
3839,21,8,30.0,900.0
3840,21,8,30.0,900.0
3841,21,8,30.0,900.0
3842,21,8,30.0,900.0
3843,21,8,30.0,900.0
3844,21,8,30.0,900.0
3845,21,8,30.0,900.0
3846,21,8,30.000000000000004,900.0000000000002
3847,21,8,30.000000000000004,900.0000000000002
3848,21,8,30.0,900.0
3849,21,8,30.0,900.0
3850,21,8,30.000000000000004,900.0000000000002
3851,21,8,30.0,900.0
3852,21,8,30.0,900.0
3853,21,8,30.0,900.0
3854,21,8,30.0,900.0
3855,21,8,30.0,900.0
3856,21,8,30.0,900.0
3857,21,8,30.0,900.0
3858,21,8,30.000000000000004,900.0000000000002
3859,21,8,29.999999999999996,899.9999999999998
3860,21,8,30.0,900.0
3861,21,8,30.0,900.0
3862,21,8,30.0,900.0
3863,21,8,30.0,900.0
3864,21,8,30.0,900.0
3865,21,8,30.0,900.0
3866,21,8,30.0,900.0
3867,21,8,30.0,900.0
3868,21,8,30.0,900.0
3869,21,8,30.000000000000004,900.0000000000002
3870,21,8,30.0,900.0
3871,21,8,30.0,900.0
3872,21,8,29.999999999999996,899.9999999999998
3873,21,8,30.0,900.0
3874,21,8,30.0,900.0
3875,21,8,30.000000000000004,900.0000000000002
3876,21,8,30.0,900.0
3877,21,8,30.0,900.0
3878,21,8,30.0,900.0
3879,21,8,29.999999999999996,899.9999999999998
3880,21,8,29.999999999999996,899.9999999999998
3881,21,8,30.0,900.0
3882,21,8,30.000000000000004,900.0000000000002
3883,21,8,30.0,900.0
3884,21,0,19.490660406327002,379.88584307476305
3884,21,8,10.509339593672998,110.44621869514293
3885,21,8,30.0,900.0
3886,21,8,29.999999999999996,899.9999999999998
3887,21,8,29.999999999999996,899.9999999999998
3888,21,8,20.99833147937827,440.9299249178484
3888,21,211,9.00166852062173,81.03003615515219
3889,21,8,30.000000000000004,900.0000000000002
3890,21,8,30.0,900.0
3891,21,8,30.0,900.0
3892,21,8,30.0,900.0
3893,21,8,30.000000000000004,900.0000000000002
3894,21,8,30.0,900.0
3895,21,8,30.0,900.0
3896,21,8,30.0,900.0
3897,21,8,30.0,900.0
3898,21,8,30.000000000000004,900.0000000000002
3899,21,8,30.0,900.0
3900,21,0,18.178326932708917,330.45157007245035
3900,21,8,11.821673067291083,139.75195410991537
3901,21,8,29.999999999999996,899.9999999999998
3902,21,8,30.0,900.0
3903,21,8,30.0,900.0
3904,21,8,29.999999999999996,899.9999999999998
3905,21,8,30.000000000000004,900.0000000000002
3906,21,8,30.0,900.0
3907,21,8,29.999999999999996,899.9999999999998
3908,21,8,30.0,900.0
3909,21,8,29.999999999999996,899.9999999999998
3910,21,8,30.0,900.0
3911,21,8,30.0,900.0
3912,21,8,30.0,900.0
3913,21,8,30.0,900.0
3914,21,8,30.0,900.0
3915,21,8,30.000000000000004,900.0000000000002
3916,21,8,30.0,900.0
3917,21,8,30.0,900.0
3918,21,8,30.000000000000004,900.0000000000002
3919,21,8,29.999999999999996,899.9999999999998
3920,21,8,30.0,900.0
3921,21,8,30.0,900.0
3922,21,8,29.999999999999996,899.9999999999998
3923,21,8,30.000000000000004,900.0000000000002
3924,21,8,30.0,900.0
3925,21,8,30.0,900.0
3926,21,8,30.000000000000004,900.0000000000002
3927,21,8,30.0,900.0
3928,21,8,30.0,900.0
3929,21,8,30.0,900.0
3930,22,40,30.0,900.0
3931,22,40,13.53919833268889,183.30989149188562
3931,22,94,16.46080166731111,270.9579915305522
3932,22,40,16.305339747196445,265.86410427150423
3932,22,94,13.694660252803555,187.54371943971753
3933,22,40,17.55784999058197,308.2780962917793
3933,22,94,12.442150009418029,154.80709685686105
3934,22,40,17.92853493421078,321.43236488721635
3934,22,94,12.07146506578922,145.7202688345695
3935,22,40,17.168540780093757,294.75879251774234
3935,22,94,12.831459219906243,164.64634571211693
3936,22,40,18.44129007849223,340.08117975909596
3936,22,94,11.558709921507768,133.60377504956213
3937,22,40,23.32366235153501,543.9932254884117
3937,22,94,6.67633764846499,44.57348439631104
3938,22,40,30.0,900.0
3939,22,40,30.0,900.0
3940,22,40,30.0,900.0
3941,22,40,18.540661486277383,343.7561283487295
3941,22,94,11.459338513722617,131.3164391720865
3942,22,40,21.835286306093547,476.7797280690764
3942,22,94,8.164713693906453,66.66254970346355
3943,22,40,30.0,900.0
3944,22,40,13.628722793853521,185.74208499170254
3944,22,94,16.37127720614648,268.01871736049134
3945,22,40,30.0,900.0
3946,22,40,30.0,900.0
3947,22,40,21.08580498150546,444.6111717180805
3947,22,94,8.914195018494539,79.46287282775285
3949,22,40,30.0,900.0
3949,22,94,0.0,0.0
3950,22,40,26.72010816010688,713.9641800878102
3950,22,94,3.279891839893122,10.757690481397487
3951,22,40,30.0,900.0
3952,22,40,23.609573450213173,557.4119585010108
3952,22,94,6.3904265497868264,40.83755148822036
3954,22,40,30.0,900.0
3955,22,40,14.553998143282575,211.81886195467266
3955,22,94,15.446001856717427,238.57897335771818
3956,22,40,7.641686458723265,58.39537193343451
3956,22,94,22.358313541276736,499.8941844100387
3957,22,40,25.256301404255048,637.8807606225755
3957,22,94,4.743698595744952,22.50267636727263
3959,22,40,30.0,900.0
3960,22,40,30.0,900.0
3961,22,40,30.0,900.0
3962,22,40,16.300473997675635,265.7054525488995
3962,22,94,13.699526002324365,187.6770126883614
3964,22,40,20.888242927644818,436.31869260430375
3964,22,94,9.11175707235518,83.02411694561465
3965,22,40,23.319088128431446,543.7798711415523
3965,22,94,6.680911871568555,44.634583435665654
3966,22,40,30.0,900.0
3967,22,40,18.22337129066519,332.09126119744036
3967,22,94,11.776628709334808,138.68898375752883
3968,22,40,19.837456846955185,393.52469415480914
3968,22,94,10.162543153044815,103.27728333749806
3969,22,40,30.0,900.0
3970,22,40,30.0,900.0
3971,22,40,30.0,900.0
3972,22,40,30.0,900.0
3973,22,40,11.974607668903385,143.39122882415975
3973,22,94,18.025392331096615,324.91476868995665
3974,22,40,23.38937174821484,547.0627107761906
3974,22,94,6.610628251785158,43.7004058833001
3977,22,40,21.408817068077717,458.3374482544158
3977,22,94,8.591182931922283,73.80842416975275
3978,22,40,19.022985175927314,361.8739650035503
3978,22,94,10.977014824072688,120.49485444791155
3979,22,40,30.0,900.0
3981,22,40,30.0,900.0
3981,22,94,0.0,0.0
3982,22,40,24.06583184647314,579.1642624627209
3982,22,94,5.9341681535268584,35.21435167433236
3983,22,40,30.0,900.0
3984,22,40,30.0,900.0
3985,22,40,30.0,900.0
3986,22,40,30.0,900.0
3987,22,40,18.84821177132973,355.2550869768926
3987,22,94,11.15178822867027,124.3623806971088
3988,22,40,30.0,900.0
3989,22,40,25.116497039917995,630.8384235562094
3989,22,94,4.883502960082006,23.848601161129714
3990,22,40,30.0,900.0
3992,22,40,8.985708113299667,80.74295029741947
3992,22,94,21.01429188670033,441.60046349943934
3993,22,40,30.0,900.0
3994,22,40,18.22612453685013,332.1916156327703
3994,22,94,11.773875463149869,138.62414342176254
3995,23,247,30.0,900.0
3996,23,247,30.0,900.0
3997,24,15,30.0,900.0
3998,24,247,30.0,900.0
3999,24,149,29.65909090909091,879.6616735537191
3999,24,247,0.34090909090909094,0.11621900826446283
4000,24,247,30.0,900.0
4001,24,247,30.0,900.0
4002,24,149,29.057142857142857,844.3175510204081
4002,24,247,0.9428571428571428,0.8889795918367347
4003,24,149,12.076923076923078,145.8520710059172
4003,24,247,17.923076923076923,321.23668639053255
4004,24,149,26.7910447761194,717.7600801960346
4004,24,247,3.2089552238805967,10.297393628870571
4005,24,247,30.0,900.0
4006,24,247,30.000000000000004,900.0000000000002
4007,25,15,30.0,900.0
4009,25,0,18.0,324.0
4009,25,15,12.0,144.0
4010,26,185,30.0,900.0
4011,26,185,30.0,900.0
4012,26,185,30.0,900.0
4013,26,185,30.0,900.0
4014,26,185,30.0,900.0
4015,26,185,30.0,900.0
4016,26,185,30.0,900.0
4017,26,185,30.0,900.0
4018,26,185,30.0,900.0
4019,26,185,30.0,900.0
4020,26,185,30.0,900.0
4021,26,185,30.0,900.0
4022,26,185,30.0,900.0
4023,26,185,30.0,900.0
4024,26,185,29.999999999999996,899.9999999999998
4025,26,185,29.999999999999996,899.9999999999998
4026,26,185,30.0,900.0
4027,26,185,30.0,900.0
4028,26,185,30.0,900.0
4029,26,185,30.0,900.0
4030,26,185,30.0,900.0
4031,26,185,30.0,900.0
4032,26,185,30.0,900.0
4033,26,185,30.000000000000004,900.0000000000002
4034,26,185,30.0,900.0
4035,26,0,22.77227129391823,518.5763398838122
4035,26,185,7.227728706081771,52.240062248718466
4036,26,185,30.0,900.0
4037,26,185,30.0,900.0
4038,26,185,30.000000000000004,900.0000000000002
4039,26,185,30.000000000000004,900.0000000000002
4040,26,185,30.0,900.0
4041,26,185,30.0,900.0
4042,26,185,30.0,900.0
4043,26,185,30.0,900.0
4044,26,0,7.491635768072245,56.12460648145942
4044,26,185,22.508364231927754,506.6264603971247
4045,26,185,30.0,900.0
4046,26,0,19.193391431038734,368.3862746250711
4046,26,185,10.806608568961263,116.78278876274699
4047,26,0,20.2232940234393,408.9816211584758
4047,26,185,9.776705976560699,95.58397975211768
4048,26,185,30.0,900.0
4049,26,185,30.0,900.0
4050,26,185,30.0,900.0
4051,26,185,30.0,900.0
4052,26,185,30.0,900.0
4053,26,185,29.999999999999996,899.9999999999998
4054,26,185,30.0,900.0
4055,26,185,30.000000000000004,900.0000000000002
4056,26,185,30.0,900.0
4057,26,185,30.000000000000004,900.0000000000002
4058,26,185,30.0,900.0
4059,26,185,30.0,900.0
4060,26,185,30.0,900.0
4061,26,185,30.0,900.0
4062,26,185,29.999999999999996,899.9999999999998
4063,26,185,4.066321828449216,16.534973212522576
4063,26,214,25.93367817155078,672.5556635055694
4064,26,156,8.128312144797832,66.06945832326792
4064,26,185,6.922622806763478,47.92270652472185
4064,26,214,13.526455970777798,182.96501112939035
4064,26,258,1.4226090776608937,2.0238165878431786
4065,26,185,30.0,900.0
4066,26,156,13.756796541761728,189.24945109142746
4066,26,185,4.191243929094397,17.566525673170638
4066,26,214,12.051959529143875,145.24972849212187
4067,26,185,2.7272416049559918,7.437846771802934
4067,26,214,5.527212695712268,30.550080183642873
4067,26,258,21.745545699331743,472.86875776172525
4068,26,185,30.0,900.0
4069,26,185,0.8758397916866523,0.7670953407017185
4069,26,214,2.8568358034979826,8.161510808147964
4069,26,258,26.267324404815366,689.9723313878089
4070,26,156,19.13199280822548,366.0331488139915
4070,26,185,0.6408475226816908,0.41068554732726015
4070,26,214,2.98240782851611,8.89475645559418
4070,26,258,7.244751840576721,52.48642923153979
4071,26,185,0.5676952912715434,0.3222779437318825
4071,26,214,1.4338584675088484,2.0559501048468234
4071,26,258,27.99844624121961,783.9129919224646
4072,26,185,1.1037665151598355,1.2183005199880874
4072,26,214,0.8269390547759885,0.6838282003138053
4072,26,258,28.069294430064176,787.8852898016318
4073,26,156,27.126744004809375,735.8602403024613
4073,26,185,0.5801572687130984,0.3365824564406422
4073,26,214,2.2930987264775284,5.258301769372863
4074,26,185,8.833163939315817,78.02478517882932
4074,26,214,5.5623081273908115,30.939271704037875
4074,26,258,15.60452793329337,243.50129202093308
4075,26,185,0.303620037525498,0.09218512718698481
4075,26,214,10.794024012706371,116.51095438688175
4075,26,258,18.902355949768133,357.2990604517347
4076,26,0,9.765031033631335,95.35583108778305
4076,26,32,1.3950515969590036,1.9461689581778663
4076,26,40,1.5286660252442177,2.336819816735955
4076,26,83,0.6788726017323755,0.4608680093828845
4076,26,111,1.0209972267817826,1.0424353370960908
4076,26,156,0.9152093119756993,0.837608084727033
4076,26,159,0.7458448884108863,0.5562845975686473
4076,26,185,5.974352444017727,35.69288712534059
4076,26,193,0.20039806063394222,0.04015938270584518
4076,26,210,3.598392665119799,12.94842977238797
4076,26,214,4.075074990098392,16.606236174925407
4076,26,246,0.10210915539484035,0.010426279615447653
4077,26,0,11.094442627397221,123.08665721260856
4077,26,12,0.4546941218214712,0.20674674441899887
4077,26,32,0.4876270867986189,0.23778017577970778
4077,26,83,0.7139303136370971,0.5096964927299639
4077,26,99,0.18789013298444054,0.03530270207291075
4077,26,100,0.1128384631971245,0.012732518776688819
4077,26,132,0.037734601707125184,0.0014239001659953749
4077,26,146,1.354165941782344,1.8337653978832626
4077,26,156,0.15052087320211327,0.02265653326952666
4077,26,185,8.45547351793332,71.49503241247169
4077,26,200,0.4146630851563642,0.17194547419139414
4077,26,203,0.07531262830456013,0.0056719919821408326
4077,26,211,0.4105921322737952,0.16858589908514174
4077,26,214,3.9431875909018026,15.54872837704196
4077,26,232,0.30114612981123356,0.09068899150028434
4077,26,246,0.1883598583173391,0.03547943622532806
4077,26,250,0.1874204076520888,0.03512640920447515
4077,26,258,1.430000487121939,2.0449013931689826
4078,26,0,5.2666246003045085,27.737334680532623
4078,26,6,0.0,0.0
4078,26,32,0.08297783386599013,0.0068853209130918585
4078,26,83,0.1242054490129032,0.015426993564496897
4078,26,99,0.2498625746147452,0.06243130619310911
4078,26,111,1.2925147683902594,1.6705944265069257
4078,26,146,0.41848932727436394,0.1751333170425497
4078,26,156,0.293296738180301,0.08602297662720404
4078,26,159,3.759203629574365,14.131611928605079
4078,26,185,7.56491897708836,57.2279991299116
4078,26,200,0.08373270569326041,0.007011166002714165
4078,26,203,0.0840230410109265,0.0070598714207238365
4078,26,210,3.7641973970494162,14.169182043953601
4078,26,214,6.182922863718337,38.228535138690965
4078,26,246,0.20654454517978457,0.04266064914352407
4078,26,258,0.626485549042479,0.39248414315905633
4079,26,0,3.387881733274222,11.477742638653146
4079,26,32,0.3727065201393255,0.13891015015436542
4079,26,41,1.2566780862922875,1.579239812567246
4079,26,68,0.0744386300549326,0.005541109644455116
4079,26,83,0.14805586833049328,0.02192054014709636
4079,26,111,0.22013299701905922,0.048458536376593135
4079,26,146,0.40684561599172653,0.1655233552516874
4079,26,156,1.184806305550985,1.403765981673374
4079,26,185,9.421415052691366,88.76306159507945
4079,26,214,6.796298261042423,46.18967005304827
4079,26,246,0.1106825423443275,0.012250625179803852
4079,26,258,6.620058387268851,43.82517305084866
4080,26,0,11.798690866832711,139.20910617108163
4080,26,32,0.36936867651101246,0.13643321918749696
4080,26,159,0.12159898824145719,0.014786313941346045
4080,26,185,8.422887612796162,70.94503573779502
4080,26,193,0.031147456931371054,0.0009701640732916147
4080,26,210,5.29028233524566,27.987087186612275
4080,26,214,3.966024063441625,15.729346871798018
4081,26,0,16.50718255930483,272.48707604621757
4081,26,32,0.6084520555651505,0.370213903921457
4081,26,41,0.06343039387859546,0.004023414867593761
4081,26,83,0.19242329571523858,0.037026724733914156
4081,26,84,0.09656700020403952,0.009325185528406969
4081,26,111,0.0,0.0
4081,26,156,0.1282377780998602,0.016444927731988985
4081,26,185,8.63261897641183,74.52211039190564
4081,26,214,3.739017391534738,13.980251054199236
4081,26,221,0.03207054928571797,0.0010285201314876652
4082,26,0,10.988194568239468,120.74041986948735
4082,26,12,0.775691046158106,0.601696599089857
4082,26,32,4.445969879760943,19.766648171741533
4082,26,83,0.6215102672175901,0.3862750122568802
4082,26,156,0.6179306854968265,0.3818383320785779
4082,26,185,7.831866040260619,61.338125672587545
4082,26,214,4.408664600381465,19.436323558656664
4082,26,250,0.310172912484983,0.09620723563941694
4083,26,0,6.355061384573304,40.386805201694756
4083,26,12,0.48969459906554913,0.23980080035396892
4083,26,32,2.9827759331894463,8.896952267614173
4083,26,83,0.41606459987218475,0.1731097512668012
4083,26,146,0.4532207220595915,0.2054090229042175
4083,26,156,1.512695008418347,2.288246188493783
4083,26,185,6.647639606602647,44.191112339272195
4083,26,193,0.0,0.0
4083,26,214,6.267629040554181,39.28317378999812
4083,26,250,0.5676279909458761,0.32220153610525165
4083,26,258,4.307591114718872,18.555341211604976
4084,26,0,5.641687276399588,31.828635324689
4084,26,32,0.41256674910480806,0.17021132246690965
4084,26,41,0.09503486520989213,0.009031625605462366
4084,26,83,0.12741809466263787,0.016235370847456944
4084,26,100,0.12675721242814528,0.01606739090255395
4084,26,146,0.8253537922882419,0.6812088824445823
4084,26,156,1.330091583588654,1.7691436207333733
4084,26,159,0.920476775130046,0.8472774935538092
4084,26,185,7.3606860251335755,54.179698760596715
4084,26,200,0.06318034154400184,0.003991755557616725
4084,26,210,5.675171976245925,32.20757695996708
4084,26,214,7.166562883679078,51.35962356572659
4084,26,232,0.0631362827287383,0.003986190196803178
4084,26,258,0.1918761418566684,0.03681645381380034
4085,26,0,6.458471993555655,41.71186049154276
4085,26,6,0.29436835160706465,0.08665272642786044
4085,26,32,0.4628040307785428,0.2141875709048664
4085,26,40,2.605060660198321,6.786341043312911
4085,26,41,0.5472845949956141,0.29952042791951333
4085,26,83,0.04186079097632618,0.0017523258211636715
4085,26,111,0.1682021461685003,0.028291961975689537
4085,26,156,1.8105813804131135,3.2782049350986555
4085,26,159,2.1451757919677066,4.601779178444277
4085,26,185,7.647913966445102,58.49058803814605
4085,26,193,0.042269473732913884,0.0017867084096574969
4085,26,210,3.4035683843024835,11.584277746623417
4085,26,214,4.119522191470107,16.970463086014675
4085,26,258,0.25291624338854957,0.06396662616977604
4086,26,0,8.259555994007322,68.22026521814227
4086,26,32,0.2718004330529335,0.07387547540776218
4086,26,83,0.6248254550857432,0.39040684932310604
4086,26,111,0.15488707624108033,0.02399000638651023
4086,26,146,0.15679120257345225,0.02458348120442934
4086,26,156,0.43098539444469697,0.18574841022465102
4086,26,159,0.8201344131846074,0.6726204556896604
4086,26,185,7.717641639799685,59.561992480369966
4086,26,210,4.825817776923191,23.28851721606789
4086,26,214,5.562333842308472,30.939557773290126
4086,26,246,0.6661721983051604,0.4437853977947299
4086,26,258,0.5090545740736553,0.2591365593853106
4087,26,0,12.019548117628457,144.4695369519858
4087,26,12,0.5350290112160111,0.28625604284278255
4087,26,32,5.502943525304466,30.282387442690343
4087,26,83,0.38258761669838526,0.14637328445095055
4087,26,111,0.3080100638175496,0.09487019941289097
4087,26,156,0.688212470934409,0.4736364051496447
4087,26,185,8.162081174867092,66.61956910511977
4087,26,214,1.7131635299691579,2.9349292804163856
4087,26,246,0.23019922683827473,0.05299168403693947
4087,26,250,0.4582252627261955,0.2099703914004909
4088,26,0,8.23169003884971,67.76072089569753
