EEZ;newid
Mexico;9471
Mexico;9472
Mexico;9473
Mexico;9474
Mexico;9478
Mexico;9489
Mexico;9491
Mexico;9495
Mexico;9496
Mexico;9946
Mexico;9947
Mexico;9948
Mexico;9949
Mexico;9950
Mexico;9951
Mexico;9952
Mexico;9953
Mexico;9954
Mexico;9955
Mexico;9956
Mexico;9957
Mexico;9958
Mexico;9959
Mexico;9960
Mexico;9961
Mexico;9962
Mexico;9963
Mexico;9965
Mexico;9966
Mexico;9967
Mexico;9968
Mexico;9969
Mexico;9992
Mexico;10008
Mexico;10010
Mexico;10011
Mexico;10015
Mexico;10017
Mexico;10019
Mexico;10027
Mexico;10070
Mexico;10078
Mexico;10093
Mexico;10094
Mexico;10100
Mexico;10101
Mexico;10126
Mexico;10129
Mexico;10138
Mexico;10142
Mexico;10668
Mexico;10669
Mexico;10671
Mexico;10672
Mexico;10677
Mexico;10682
Mexico;10683
Mexico;10684
Mexico;10685
Mexico;10686
Mexico;10687
Mexico;10688
Mexico;10689
Mexico;10690
Mexico;10698
Mexico;10699
Mexico;10700
Mexico;10702
Mexico;10714
Mexico;10715
Mexico;10716
Mexico;10717
Mexico;10718
Mexico;10719
Mexico;10720
Mexico;10721
Mexico;10811
Mexico;10812
Mexico;10813
Mexico;10814
Mexico;10815
Mexico;10816
Mexico;10817
Mexico;10818
Mexico;10819
Mexico;10820
Mexico;10821
Mexico;10822
Mexico;10823
Mexico;10824
Mexico;10825
Mexico;10826
Mexico;10827
Mexico;10828
Mexico;10829
Mexico;10830
Mexico;10831
Mexico;10832
Mexico;10833
Mexico;10834
Mexico;10835
Mexico;10836
Mexico;10837
Mexico;10838
Mexico;10839
Mexico;10840
Mexico;10841
Mexico;10842
Mexico;10843
Mexico;10844
Mexico;10845
Mexico;10846
Mexico;10848
Mexico;10849
Mexico;10850
Mexico;10851
Mexico;10852
Mexico;10853
Mexico;10854
Mexico;10855
Mexico;10856
Mexico;10857
Mexico;10858
Mexico;10859
Mexico;10860
Mexico;10861
Mexico;10862
Mexico;10863
Mexico;10864
Mexico;10865
Mexico;10867
Mexico;10868
Mexico;10871
Mexico;10872
Mexico;10873
Mexico;10874
Mexico;10875
Mexico;10876
Mexico;10877
Mexico;10878
Mexico;10879
Mexico;10880
Mexico;10881
Mexico;10882
Mexico;10883
Mexico;10884
Mexico;10885
Mexico;10886
Mexico;10888
Mexico;10889
Mexico;10890
Mexico;10891
Mexico;10893
Mexico;10894
Mexico;10895
Mexico;10896
Mexico;10898
Mexico;10900
Mexico;10901
Mexico;10902
Mexico;10903
Mexico;10906
Mexico;10908
Mexico;10909
Mexico;10910
Mexico;10911
Mexico;10912
Mexico;10913
Mexico;10914
Mexico;10915
Mexico;10916
Mexico;10917
Mexico;10918
Mexico;10919
Mexico;10920
Mexico;10921
Mexico;10922
Mexico;10924
Mexico;10927
Mexico;11498
Mexico;11499
Mexico;11500
Mexico;11501
Mexico;11502
Mexico;11503
Mexico;11504
Mexico;11505
Mexico;11506
Mexico;11507
Mexico;11508
Mexico;11509
Mexico;11510
Mexico;11511
Mexico;11512
Mexico;11513
Mexico;11514
Mexico;11515
Mexico;11516
Mexico;11517
Mexico;11518
Mexico;11519
Mexico;11520
Mexico;11521
Mexico;11522
Mexico;11523
Mexico;11524
Mexico;11525
Mexico;11526
Mexico;11527
Mexico;11528
Mexico;11529
Mexico;11530
Mexico;11531
Mexico;11532
Mexico;11533
Mexico;11534
Mexico;11535
Mexico;11536
Mexico;11537
Mexico;11538
Mexico;11539
Mexico;11540
Mexico;11678
Mexico;11679
Mexico;11680
Mexico;11681
Mexico;11682
Mexico;11748
Mexico;11752
Mexico;11791
Mexico;11845
Mexico;11849
Mexico;12526
Mexico;12529
Mexico;12531
Mexico;12539
Mexico;12543
Mexico;12544
Mexico;12546
Mexico;12547
Mexico;12548
Mexico;12549
Mexico;12560
Mexico;12636
Mexico;12762
Mexico;12763
Mexico;12764
Mexico;12769
-1;154
-1;155
-1;162
-1;167
-1;168
-1;169
-1;170
-1;171
-1;172
-1;173
-1;174
-1;175
-1;176
-1;178
-1;181
-1;185
-1;186
-1;187
-1;190
-1;193
-1;197
-1;208
-1;210
-1;212
-1;213
-1;214
-1;215
-1;216
-1;217
-1;218
-1;219
-1;220
-1;221
-1;222
-1;223
-1;224
-1;225
-1;226
-1;227
-1;228
-1;229
-1;230
-1;231
-1;1774
-1;1775
-1;1776
-1;1777
-1;1778
-1;1779
-1;1780
-1;1781
-1;1782
-1;1783
-1;1784
-1;1785
-1;1786
-1;1787
-1;1788
-1;1789
-1;1790
-1;1791
-1;1792
-1;1793
-1;1794
-1;1795
-1;1796
-1;1797
-1;1798
-1;1799
-1;1800
-1;1801
-1;1802
-1;1803
-1;1804
-1;1805
-1;1806
-1;1807
-1;1808
-1;1809
-1;1810
-1;1811
-1;1812
-1;1813
-1;1814
-1;1815
-1;1816
-1;1817
-1;1818
-1;1819
-1;1820
-1;1821
-1;1822
-1;1823
-1;1824
-1;1825
-1;1826
-1;1827
-1;1828
-1;1888
-1;1889
-1;1894
-1;1895
-1;1896
-1;1898
-1;1904
-1;1906
-1;1913
-1;1916
-1;1917
-1;1943
-1;1955
-1;1968
-1;1975
-1;1981
-1;1982
-1;1986
-1;1988
-1;1991
-1;1992
-1;1993
-1;1994
-1;1997
-1;1999
-1;2025
-1;2032
-1;2050
-1;2051
-1;2052
-1;2054
-1;2060
-1;2061
-1;2062
-1;2063
-1;2064
-1;2065
-1;2066
-1;2067
-1;2069
-1;2079
-1;2082
-1;2083
-1;2092
-1;2130
-1;2134
-1;2148
-1;2161
-1;2167
-1;2168
-1;2169
-1;2170
-1;2171
-1;2173
-1;2174
-1;2176
-1;2177
-1;2179
-1;2180
-1;2182
-1;2190
-1;2191
-1;2201
-1;2206
-1;2209
-1;2226
-1;2228
-1;2231
-1;2234
-1;2237
-1;2244
-1;2245
-1;2246
-1;2247
-1;2249
-1;2250
-1;2251
-1;2253
-1;2254
-1;2256
-1;2257
-1;2258
-1;2259
-1;2260
-1;2261
-1;2262
-1;2263
-1;2264
-1;2265
-1;2267
-1;2269
-1;2272
-1;2273
-1;2274
-1;2275
-1;2276
-1;2277
-1;2278
-1;2279
-1;2280
-1;2281
-1;2282
-1;2283
-1;2284
-1;2285
-1;2286
-1;2287
-1;2288
-1;2289
-1;2290
-1;2291
-1;2292
-1;2293
-1;2294
-1;2295
-1;2296
-1;2297
-1;2298
-1;2299
-1;2300
-1;2301
-1;2302
-1;2303
-1;2304
-1;2305
-1;2306
-1;2307
-1;2308
-1;2309
-1;2311
-1;2312
-1;2313
-1;2314
-1;2315
-1;2316
-1;2318
-1;2319
-1;2320
-1;2322
-1;2323
-1;2324
-1;2325
-1;2326
-1;2328
-1;2329
-1;2330
-1;2331
-1;2332
-1;2333
-1;2334
-1;2335
-1;2336
-1;2337
-1;2338
-1;2339
-1;2340
-1;2341
-1;2342
-1;2343
-1;2344
-1;2347
-1;2348
-1;2349
-1;2351
-1;2352
-1;2353
-1;2354
-1;2355
-1;2356
-1;2357
-1;2358
-1;2360
-1;2361
-1;2362
-1;2363
-1;2364
-1;2365
-1;2366
-1;2367
-1;2368
-1;2369
-1;2370
-1;2371
-1;2372
-1;2373
-1;2374
-1;2375
-1;2377
-1;2378
-1;2379
-1;2380
-1;2381
-1;2382
-1;2383
-1;2384
-1;2386
-1;2387
-1;2388
-1;2389
-1;2390
-1;2391
-1;2392
-1;2393
-1;2394
-1;2395
-1;2396
-1;2397
-1;2398
-1;2399
-1;2400
-1;2401
-1;2402
-1;2403
-1;2404
-1;2405
-1;2406
-1;2407
-1;2408
-1;2409
-1;2411
-1;2412
-1;2413
-1;2414
-1;2415
-1;2416
-1;2417
-1;2418
-1;2419
-1;2420
-1;2421
-1;2422
-1;2423
-1;2424
-1;2425
-1;2426
-1;2427
-1;2428
-1;2429
-1;2430
-1;2431
-1;2432
-1;2433
-1;2441
-1;2443
-1;2444
-1;2445
-1;2447
-1;2448
-1;2449
-1;2450
-1;2452
-1;2454
-1;2455
-1;2456
-1;2457
-1;2458
-1;2459
-1;2460
-1;2461
-1;2462
-1;2463
-1;2464
-1;2465
-1;2466
-1;2479
-1;2480
-1;2481
-1;2482
-1;2483
-1;2484
-1;2485
-1;2486
-1;2489
-1;2501
-1;2502
-1;2503
-1;2504
-1;2505
-1;2506
-1;2507
-1;2508
-1;2509
-1;2510
-1;2511
-1;2512
-1;2513
-1;2514
-1;2515
-1;2516
-1;2517
-1;2519
-1;2520
-1;2522
-1;2523
-1;2524
-1;2525
-1;2526
-1;2527
-1;2529
-1;2530
-1;2531
-1;2532
-1;2533
-1;2534
-1;2535
-1;2536
-1;2537
-1;2538
-1;2540
-1;2541
-1;2542
-1;2543
-1;2545
-1;2546
-1;2547
-1;2548
-1;2549
-1;2550
-1;2551
-1;2552
-1;2553
-1;2554
-1;2555
-1;2556
-1;2576
-1;2577
-1;2578
-1;2579
-1;2580
-1;2581
-1;2583
-1;2593
-1;2596
-1;2600
-1;2601
-1;2603
-1;2604
-1;2605
-1;2606
-1;2607
-1;2608
-1;2609
-1;2610
-1;2611
-1;2612
-1;2613
-1;2614
-1;2615
-1;2616
-1;2617
-1;2618
-1;2619
-1;2620
-1;2622
-1;2623
-1;2624
-1;2625
-1;2626
-1;2627
-1;2629
-1;2630
-1;2631
-1;2634
-1;2638
-1;2639
-1;2641
-1;2647
-1;2649
-1;2652
-1;2653
-1;2654
-1;2655
-1;2656
-1;2657
-1;2658
-1;2659
-1;2661
-1;2662
-1;2663
-1;2664
-1;2665
-1;2666
-1;2667
-1;2668
-1;2669
-1;2670
-1;2671
-1;2672
-1;2673
-1;2674
-1;2675
-1;2676
-1;2677
-1;2678
-1;2681
-1;2682
-1;2683
-1;2685
-1;2686
-1;2687
-1;2688
-1;2689
-1;2690
-1;2692
-1;2693
-1;2694
-1;2695
-1;2696
-1;2697
-1;2698
-1;2699
-1;2702
-1;2706
-1;2707
-1;2709
-1;2715
-1;2716
-1;2721
-1;2722
-1;2723
-1;2724
-1;2728
-1;2729
-1;2730
-1;2732
-1;2733
-1;2735
-1;2736
-1;2737
-1;2738
-1;2740
-1;2746
-1;2747
-1;2750
-1;2751
-1;2752
-1;2758
-1;2759
-1;2760
-1;2761
-1;2762
-1;2763
-1;2764
-1;2765
-1;2767
-1;2770
-1;2771
-1;2776
-1;2778
-1;2779
-1;2781
-1;2782
-1;2783
-1;2784
-1;2785
-1;2787
-1;2791
-1;2793
-1;2794
-1;2805
-1;2808
-1;2809
-1;2810
-1;2812
-1;2815
-1;2817
-1;2818
-1;2819
-1;2821
-1;2822
-1;2823
-1;2824
-1;2825
-1;2826
-1;2829
-1;2831
-1;2832
-1;2835
-1;2836
-1;2837
-1;2838
-1;2839
-1;2841
-1;2842
-1;2843
-1;2858
-1;2862
-1;2867
-1;2868
-1;2869
-1;2873
-1;2877
-1;2882
-1;2885
-1;2886
-1;2890
-1;2891
-1;2908
-1;2917
-1;2920
-1;2927
-1;2929
-1;2931
-1;2933
-1;2934
-1;2942
-1;2944
-1;2945
-1;2946
-1;2948
-1;2951
-1;2952
-1;2955
-1;2956
-1;2961
-1;2962
-1;2963
-1;2965
-1;2966
-1;2967
-1;2968
-1;2969
-1;2972
-1;2973
-1;3017
-1;3018
-1;3019
-1;3020
-1;3021
-1;3022
-1;3023
-1;3024
-1;3025
-1;3026
-1;3027
-1;3028
-1;3029
-1;3030
-1;3031
-1;3032
-1;3033
-1;3034
-1;3035
-1;3036
-1;3086
-1;3087
-1;3088
-1;3089
-1;3090
-1;3106
-1;3107
-1;3127
-1;3149
-1;3158
-1;3181
-1;3195
-1;3210
-1;3237
-1;3244
-1;3249
-1;3250
-1;3252
-1;3255
-1;3257
-1;3258
-1;3269
-1;3270
-1;3280
-1;3285
-1;3297
-1;3323
-1;3332
-1;3333
-1;3334
-1;3335
-1;3337
-1;3341
-1;3344
-1;3349
-1;3351
-1;3352
-1;3359
-1;3372
-1;3405
-1;3440
-1;3441
-1;3442
-1;3443
-1;3469
-1;3481
-1;3593
-1;3646
-1;3677
-1;3808
-1;3810
-1;3812
-1;3814
-1;3818
-1;3819
-1;3824
-1;3829
-1;3830
-1;3831
-1;3832
-1;3833
-1;3884
-1;3900
-1;4009
-1;4035
-1;4044
-1;4046
-1;4047
-1;4076
-1;4077
-1;4078
-1;4079
-1;4080
-1;4081
-1;4082
-1;4083
-1;4084
-1;4085
-1;4086
-1;4087
-1;4088
-1;4089
-1;4091
-1;4104
-1;4121
-1;4127
-1;4150
-1;4238
-1;4244
-1;4249
-1;4255
-1;4352
-1;4377
-1;4426
-1;4434
-1;4451
-1;4476
-1;4529
-1;4538
-1;4698
-1;4742
-1;4747
-1;4757
-1;4769
-1;4795
-1;4824
-1;4838
-1;4845
-1;4874
-1;4905
-1;4933
-1;4940
-1;4950
-1;5009
-1;5011
-1;5012
-1;5013
-1;5014
-1;5015
-1;5016
-1;5017
-1;5019
-1;5020
-1;5021
-1;5022
-1;5023
-1;5024
-1;5025
-1;5026
-1;5027
-1;5028
-1;5029
-1;5030
-1;5032
-1;5033
-1;5034
-1;5035
-1;5036
-1;5037
-1;5038
-1;5039
-1;5040
-1;5041
-1;5042
-1;5043
-1;5044
-1;5045
-1;5046
-1;5048
-1;5049
-1;5050
-1;5052
-1;5054
-1;5056
-1;5057
-1;5058
-1;5072
-1;5075
-1;5077
-1;5079
-1;5081
-1;5082
-1;5084
-1;5085
-1;5086
-1;5162
-1;5168
-1;5176
-1;5177
-1;5179
-1;5193
-1;5216
-1;5217
-1;5219
-1;5220
-1;5223
-1;5224
-1;5225
-1;5226
-1;5227
-1;5229
-1;5230
-1;5231
-1;5232
-1;5239
-1;5242
-1;5243
-1;5250
-1;5251
-1;5253
-1;5256
-1;5258
-1;5259
-1;5261
-1;5264
-1;5276
-1;5277
-1;5278
-1;5279
-1;5280
-1;5281
-1;5282
-1;5283
-1;5291
-1;5299
-1;5300
-1;5301
-1;5302
-1;5326
-1;5354
-1;5358
-1;5359
-1;5360
-1;5362
-1;5364
-1;5366
-1;5367
-1;5368
-1;5369
-1;5370
-1;5371
-1;5372
-1;5374
-1;5375
-1;5376
-1;5378
-1;5380
-1;5457
-1;5458
-1;5459
-1;5460
-1;5461
-1;5462
-1;5463
-1;5464
-1;5465
-1;5466
-1;5467
-1;5468
-1;5469
-1;5470
-1;5471
-1;5472
-1;5473
-1;5474
-1;5475
-1;5476
-1;5477
-1;5478
-1;5479
-1;5480
-1;5481
-1;5482
-1;5483
-1;5486
-1;5487
-1;5488
-1;5489
-1;5491
-1;5492
-1;5493
-1;5494
-1;5495
-1;5496
-1;5498
-1;5499
-1;5500
-1;5501
-1;5504
-1;5505
-1;5507
-1;5508
-1;5509
-1;5510
-1;5511
-1;5512
-1;5513
-1;5514
-1;5518
-1;5519
-1;5522
-1;5530
-1;5531
-1;5532
-1;5533
-1;5537
-1;5540
-1;5543
-1;5544
-1;5545
-1;5547
-1;5549
-1;5550
-1;5552
-1;5553
-1;5554
-1;5556
-1;5565
-1;5566
-1;5567
-1;5569
-1;5570
-1;5571
-1;5572
-1;5574
-1;5575
-1;5576
-1;5577
-1;5580
-1;5581
-1;5582
-1;5583
-1;5585
-1;5586
-1;5587
-1;5588
-1;5589
-1;5592
-1;5593
-1;5597
-1;5598
-1;5606
-1;5608
-1;5610
-1;5613
-1;5614
-1;5615
-1;5617
-1;5619
-1;5624
-1;5625
-1;5627
-1;5629
-1;5630
-1;5634
-1;5646
-1;5648
-1;5649
-1;5651
-1;5652
-1;5654
-1;5657
-1;5658
-1;5659
-1;5660
-1;5661
-1;5662
-1;5663
-1;5664
-1;5665
-1;5666
-1;5667
-1;5668
-1;5669
-1;5674
-1;5675
-1;5676
-1;5678
-1;5679
-1;5680
-1;5683
-1;5686
-1;5690
-1;5691
-1;5692
-1;5696
-1;5697
-1;5698
-1;5700
-1;5705
-1;5706
-1;5709
-1;5710
-1;5712
-1;5713
-1;5715
-1;5719
-1;5721
-1;5723
-1;5724
-1;5725
-1;5727
-1;5728
-1;5729
-1;5730
-1;5731
-1;5732
-1;5734
-1;5735
-1;5737
-1;5739
-1;5742
-1;5744
-1;5745
-1;5746
-1;5747
-1;5748
-1;5749
-1;5750
-1;5751
-1;5753
-1;5754
-1;5755
-1;5756
-1;5757
-1;5758
-1;5759
-1;5760
-1;5761
-1;5762
-1;5763
-1;5764
-1;5765
-1;5766
-1;5767
-1;5768
-1;5769
-1;5770
-1;5771
-1;5772
-1;5773
-1;5774
-1;5775
-1;5776
-1;5777
-1;5778
-1;5779
-1;5780
-1;5781
-1;5782
-1;5783
-1;5784
-1;5785
-1;5786
-1;5787
-1;5788
-1;5789
-1;5790
-1;5791
-1;5792
-1;5793
-1;5794
-1;5795
-1;5796
-1;5797
-1;5798
-1;5799
-1;5800
-1;5801
-1;5802
-1;5803
-1;5804
-1;5805
-1;5806
-1;5989
-1;6023
-1;6044
-1;6050
-1;6051
-1;6052
-1;6053
-1;6059
-1;6061
-1;6062
-1;6063
-1;6065
-1;6079
-1;6080
-1;6082
-1;6083
-1;6085
-1;6098
-1;6101
-1;6115
-1;6116
-1;6117
-1;6119
-1;6120
-1;6121
-1;6131
-1;6132
-1;6133
-1;6134
-1;6137
-1;6148
-1;6149
-1;6150
-1;6154
-1;6155
-1;6156
-1;6160
-1;6165
-1;6170
-1;6172
-1;6173
-1;6177
-1;6178
-1;6182
-1;6183
-1;6186
-1;6187
-1;6194
-1;6197
-1;6201
-1;6202
-1;6204
-1;6205
-1;6209
-1;6221
-1;6222
-1;6224
-1;6225
-1;6226
-1;6227
-1;6228
-1;6230
-1;6232
-1;6233
-1;6234
-1;6235
-1;6236
-1;6237
-1;6238
-1;6239
-1;6240
-1;6241
-1;6242
-1;6249
-1;6291
-1;6294
-1;6296
-1;6301
-1;6305
-1;6459
-1;6461
-1;6462
-1;6463
-1;6464
-1;6466
-1;6467
-1;6468
-1;6469
-1;6470
-1;6471
-1;6472
-1;6473
-1;6474
-1;6475
-1;6476
-1;6478
-1;6485
-1;6489
-1;6490
-1;6491
-1;6492
-1;6493
-1;6494
-1;6495
-1;6496
-1;6497
-1;6498
-1;6499
-1;6500
-1;6501
-1;6502
-1;6503
-1;6504
-1;6505
-1;6506
-1;6507
-1;6514
-1;6518
-1;6521
-1;6523
-1;6525
-1;6526
-1;6527
-1;6528
-1;6542
-1;6547
-1;6548
-1;6549
-1;6550
-1;6551
-1;6552
-1;6553
-1;6554
-1;6555
-1;6556
-1;6557
-1;6560
-1;6561
-1;6566
-1;6577
-1;6578
-1;6579
-1;6580
-1;6581
-1;6582
-1;6583
-1;6584
-1;6585
-1;6586
-1;6587
-1;6588
-1;6589
-1;6590
-1;6591
-1;6592
-1;6593
-1;6594
-1;6595
-1;6596
-1;6597
-1;6598
-1;6599
-1;6600
-1;6602
-1;6603
-1;6604
-1;6605
-1;6606
-1;6607
-1;6609
-1;6611
-1;6612
-1;6613
-1;6614
-1;6616
-1;6617
-1;6618
-1;6619
-1;6620
-1;6621
-1;6622
-1;6623
-1;6624
-1;6625
-1;6626
-1;6627
-1;6628
-1;6630
-1;6631
-1;6632
-1;6633
-1;6634
-1;6635
-1;6636
-1;6637
-1;6638
-1;6639
-1;6640
-1;6641
-1;6642
-1;6643
-1;6644
-1;6645
-1;6646
-1;6647
-1;6648
-1;6649
-1;6650
-1;6651
-1;6652
-1;6653
-1;6654
-1;6655
-1;6656
-1;6657
-1;6658
-1;6659
-1;6660
-1;6661
-1;6662
-1;6663
-1;6664
-1;6668
-1;6669
-1;6673
-1;6674
-1;6675
-1;6676
-1;6677
-1;6678
-1;6680
-1;6681
-1;6682
-1;6683
-1;6684
-1;6686
-1;6687
-1;6688
-1;6689
-1;6690
-1;6691
-1;6692
-1;6693
-1;6694
-1;6695
-1;6696
-1;6697
-1;6699
-1;6700
-1;6701
-1;6702
-1;6703
-1;6704
-1;6707
-1;6710
-1;6712
-1;6714
-1;6715
-1;6716
-1;6719
-1;6720
-1;6722
-1;6723
-1;6724
-1;6725
-1;6726
-1;6727
-1;6728
-1;6729
-1;6731
-1;6732
-1;6733
-1;6734
-1;6735
-1;6736
-1;6737
-1;6738
-1;6741
-1;6743
-1;6744
-1;6745
-1;6746
-1;6747
-1;6749
-1;6751
-1;6754
-1;6755
-1;6756
-1;6757
-1;6758
-1;6759
-1;6760
-1;6761
-1;6762
-1;6763
-1;6764
-1;6765
-1;6766
-1;6767
-1;6768
-1;6769
-1;6770
-1;6771
-1;6772
-1;6773
-1;6774
-1;6775
-1;6776
-1;6777
-1;6778
-1;6779
-1;6780
-1;6781
-1;6782
-1;6783
-1;6784
-1;6785
-1;6787
-1;6788
-1;6789
-1;6790
-1;6792
-1;6793
-1;6794
-1;6795
-1;6796
-1;6797
-1;6798
-1;6799
-1;6802
-1;6803
-1;6804
-1;6805
-1;6806
-1;6808
-1;7382
-1;7395
-1;7414
-1;7417
-1;7448
-1;7449
-1;7451
-1;7452
-1;7453
-1;7454
-1;7455
-1;7460
-1;7461
-1;7463
-1;7464
-1;7534
-1;7541
-1;7542
-1;7543
-1;7544
-1;7561
-1;7586
-1;7589
-1;7591
-1;7592
-1;7597
-1;7598
-1;7600
-1;7603
-1;7606
-1;7608
-1;7612
-1;7619
-1;7620
-1;7623
-1;7646
-1;7660
-1;7662
-1;7665
-1;7667
-1;7711
-1;7712
-1;7713
-1;7735
-1;7736
-1;7740
-1;7742
-1;7743
-1;7744
-1;7749
-1;7763
-1;7765
-1;7766
-1;7767
-1;7768
-1;7769
-1;7770
-1;7771
-1;7782
-1;7784
-1;7790
-1;7796
-1;7825
-1;7826
-1;7827
-1;7890
-1;7895
-1;7897
-1;7898
-1;7899
-1;7903
-1;7904
-1;7905
-1;7927
-1;7937
-1;7949
-1;7950
-1;7974
-1;7975
-1;7982
-1;7993
-1;8034
-1;8052
-1;8071
-1;8085
-1;8088
-1;8090
-1;8109
-1;8114
-1;8115
-1;8117
-1;8119
-1;8123
-1;8124
-1;8125
-1;8132
-1;8134
-1;8149
-1;8150
-1;8160
-1;8296
-1;8297
-1;8298
-1;8300
-1;8301
-1;8302
-1;8303
-1;8304
-1;8305
-1;8306
-1;8354
-1;8359
-1;8360
-1;8361
-1;8362
-1;8363
-1;8364
-1;8367
-1;8368
-1;8369
-1;8370
-1;8371
-1;8381
-1;8382
-1;8383
-1;8384
-1;8385
-1;8386
-1;8387
-1;8388
-1;8389
-1;8390
-1;8391
-1;8392
-1;8393
-1;8394
-1;8396
-1;8397
-1;8398
-1;8399
-1;8400
-1;8401
-1;8402
-1;8403
-1;8411
-1;8412
-1;8413
-1;8414
-1;8415
-1;8416
-1;8417
-1;8418
-1;8419
-1;8420
-1;8421
-1;8422
-1;8423
-1;8424
-1;8425
-1;8427
-1;8428
-1;8429
-1;8430
-1;8431
-1;8432
-1;8433
-1;8434
-1;8435
-1;8436
-1;8438
-1;8439
-1;8440
-1;8441
-1;8442
-1;8443
-1;8444
-1;8445
-1;8446
-1;8447
-1;8448
-1;8449
-1;8450
-1;8451
-1;8452
-1;8453
-1;8455
-1;8456
-1;8457
-1;8458
-1;8460
-1;8461
-1;8462
-1;8463
-1;8474
-1;8478
-1;8479
-1;8480
-1;8481
-1;8482
-1;8483
-1;8484
-1;8485
-1;8486
-1;8488
-1;8489
-1;8490
-1;8491
-1;8492
-1;8493
-1;8494
-1;8497
-1;8504
-1;8505
-1;8507
-1;8509
-1;8510
-1;8511
-1;8512
-1;8513
-1;8514
-1;8515
-1;8516
-1;8517
-1;8518
-1;8519
-1;8520
-1;8521
-1;8523
-1;8524
-1;8525
-1;8526
-1;8527
-1;8531
-1;8532
-1;8534
-1;8535
-1;8536
-1;8537
-1;8538
-1;8539
-1;8540
-1;8541
-1;8542
-1;8543
-1;8544
-1;8545
-1;8546
-1;8547
-1;8548
-1;8549
-1;8550
-1;8553
-1;8554
-1;8555
-1;8556
-1;8570
-1;8579
-1;8593
-1;8603
-1;8617
-1;8620
-1;8627
-1;8638
-1;8639
-1;8641
-1;8642
-1;8644
-1;8645
-1;8646
-1;8648
-1;8649
-1;8650
-1;8651
-1;8652
-1;8654
-1;8655
-1;8656
-1;8658
-1;8660
-1;8663
-1;8664
-1;8665
-1;8666
-1;8667
-1;8668
-1;8669
-1;8670
-1;8671
-1;8672
-1;8673
-1;8674
-1;8675
-1;8676
-1;8677
-1;8678
-1;8679
-1;8680
-1;8682
-1;8683
-1;8684
-1;8685
-1;9483
-1;9484
-1;9485
-1;9486
-1;9487
-1;9497
-1;9503
-1;9504
-1;9505
-1;9507
-1;9508
-1;9510
-1;9512
-1;9515
-1;9520
-1;9522
-1;9523
-1;9525
-1;9533
-1;9535
-1;9540
-1;9541
-1;9547
-1;9548
-1;9550
-1;9551
-1;9555
-1;9560
-1;9564
-1;9571
-1;9577
-1;9579
-1;9604
-1;9605
-1;9606
-1;9618
-1;9625
-1;9626
-1;9627
-1;9628
-1;9629
-1;9631
-1;9635
-1;9636
-1;9637
-1;9638
-1;9639
-1;9640
-1;9641
-1;9642
-1;9643
-1;9645
-1;9646
-1;9647
-1;9649
-1;9651
-1;9652
-1;9653
-1;9654
-1;9655
-1;9657
-1;9658
-1;9660
-1;9661
-1;9662
-1;9663
-1;9665
-1;9666
-1;9668
-1;9669
-1;9670
-1;9671
-1;9673
-1;9675
-1;9680
-1;9681
-1;9684
-1;9685
-1;9687
-1;9688
-1;9690
-1;9691
-1;9692
-1;9694
-1;9695
-1;9696
-1;9699
-1;9700
-1;9702
-1;9708
-1;9712
-1;9713
-1;9715
-1;9716
-1;9720
-1;9728
-1;9743
-1;9744
-1;9745
-1;9746
-1;9747
-1;9748
-1;9749
-1;9750
-1;9751
-1;9752
-1;9753
-1;9754
-1;9755
-1;9756
-1;9757
-1;9758
-1;9759
-1;9760
-1;9761
-1;9762
-1;9763
-1;9764
-1;9765
-1;9766
-1;9767
-1;9768
-1;9769
-1;9770
-1;9771
-1;9772
-1;9773
-1;9774
-1;9775
-1;9776
-1;9777
-1;9778
-1;9779
-1;9780
-1;9781
-1;9782
-1;9783
-1;9784
-1;9785
-1;9786
-1;9787
-1;9788
-1;9789
-1;9790
-1;9791
-1;9792
-1;9793
-1;9794
-1;9795
-1;9796
-1;9797
-1;9798
-1;9799
-1;9800
-1;9801
-1;9802
-1;9803
-1;9804
-1;9805
-1;9806
-1;9807
-1;9808
-1;9809
-1;9810
-1;9811
-1;9812
-1;9813
-1;9814
-1;9815
-1;9945
-1;9946
-1;9947
-1;9948
-1;9949
-1;9950
-1;9951
-1;9953
-1;9954
-1;9955
-1;9956
-1;9957
-1;9959
-1;9960
-1;9961
-1;9962
-1;9963
-1;9964
-1;9965
-1;9966
-1;9967
-1;9968
-1;9969
-1;9970
-1;9971
-1;9972
-1;9973
-1;9974
-1;9975
-1;9977
-1;9978
-1;9979
-1;9980
-1;9981
-1;9982
-1;9983
-1;9984
-1;9985
-1;9986
-1;9987
-1;9988
-1;9989
-1;9990
-1;9991
-1;9992
-1;9993
-1;9995
-1;9996
-1;9997
-1;9999
-1;10000
-1;10001
-1;10002
-1;10003
-1;10004
-1;10006
-1;10008
-1;10009
-1;10010
-1;10011
-1;10012
-1;10013
-1;10014
-1;10015
-1;10016
-1;10017
-1;10019
-1;10026
-1;10027
-1;10028
-1;10029
-1;10030
-1;10031
-1;10032
-1;10033
-1;10034
-1;10035
-1;10036
-1;10037
-1;10038
-1;10039
-1;10043
-1;10044
-1;10046
-1;10053
-1;10054
-1;10056
-1;10058
-1;10059
-1;10062
-1;10063
-1;10065
-1;10066
-1;10067
-1;10070
-1;10075
-1;10076
-1;10077
-1;10078
-1;10079
-1;10080
-1;10081
-1;10083
-1;10085
-1;10087
-1;10091
-1;10093
